name,standard_name,parent_company,country_hq,industry,involvement_types,data_sources,confidence_score
Malankara Syrian Orthodox Church (Northeast American Diocese),,Canadian Council of Churches,,,,bdscoalition.ca,0
Malbec Teperberg 2017,,,,,,bdscoalition.ca,0
Malher,,Nestle,,,,bdscoalition.ca,0
Maltesers,,Mars,,,,bdscoalition.ca,0
Malvern Christian Assembly,,,,,,bdscoalition.ca,0
Maman Cargo Terminals and Handling,,,,,,bdscoalition.ca,0
Man Group,,,,,,bdscoalition.ca,0
Manantial,,Coca-Cola,,,,bdscoalition.ca,0
Mancuso Chemicals Limited,,,,,,bdscoalition.ca,0
Mango Stores,,Punto Fa SL,,,,bdscoalition.ca,0
Mangrove Capital Partners,,,,,,bdscoalition.ca,0
Manhattan Bagel,,JAB Holding Company,,,,bdscoalition.ca,0
Manhattan Beauty,,Coty,,,,bdscoalition.ca,0
Manitou,,,,,,bdscoalition.ca,0
Maniv Mobility,,,,,,bdscoalition.ca,0
Manulife,,,,,,bdscoalition.ca,0
Manzanita Sol,,PepsiCo,,,,bdscoalition.ca,0
Maoz Daniel,,,,,,bdscoalition.ca,0
Maple Leaf Sports & Entertainment Ltd,,,,,,bdscoalition.ca,0
Mapstrat - Strategic Mapping Inc.,,,,,,bdscoalition.ca,0
Marabou Chocolate,,Mondelez International,,,,bdscoalition.ca,0
Marc Jacobs,,LVMH,,,,bdscoalition.ca,0
Marc O Polo,,Marc O'Polo International,,,,bdscoalition.ca,0
March of Dimes,,,,,,bdscoalition.ca,0
Mare Rosso,,Coca-Cola,,,,bdscoalition.ca,0
Margaritaville Margarita Mix,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Margolin Bros,,,,,,bdscoalition.ca,0
Marie Morin Canada,,,,,,bdscoalition.ca,0
Marissa & Daniel Klass,,,,,,bdscoalition.ca,0
Maritime Innovations Hub,,,,,,bdscoalition.ca,0
Marker LLC,,,,,,bdscoalition.ca,0
Marketplace Capital,,,,,,bdscoalition.ca,0
Marks & Spencer,,Marks and Spencer,,,,bdscoalition.ca,0
Marks and Spencer,,,,,,bdscoalition.ca,0
Marmite,,Unilever,,,,bdscoalition.ca,0
Marni,,OTB Group,,,,bdscoalition.ca,0
"Marom Tuval - Consulting, Management and Investments LTD",,,,,,bdscoalition.ca,0
Marque VC,,,,,,bdscoalition.ca,0
Marquee Ventures,,,,,,bdscoalition.ca,0
Mars,,Mars,,,,bdscoalition.ca,0
Mars Chocolate bars,,Mars,,,,bdscoalition.ca,0
MaRS Discovery District,,,,,,bdscoalition.ca,0
Marsh's Stoves & Fireplaces,,,,,,bdscoalition.ca,0
Massimo Dutti,,Inditex,,,,bdscoalition.ca,0
Master Plant-Prod Inc.,,,,,,bdscoalition.ca,0
Master Soap,,Unilever,,,,bdscoalition.ca,0
Masterfoods,,Mars,,,,bdscoalition.ca,0
Masterkey VC,,,,,,bdscoalition.ca,0
Mastro Lindo,,Procter and Gamble,,,,bdscoalition.ca,0
Mat Kool,,Nestle,,,,bdscoalition.ca,0
Matalan,,Missouri Topco Ltd,,,,bdscoalition.ca,0
Matchstick Ventures,,,,,,bdscoalition.ca,0
Matey,,Unilever,,,,bdscoalition.ca,0
Matrix Essentials,,L'Oreal,,,,bdscoalition.ca,0
Matrix IT Ltd.,Matrix IT Ltd,Formula Systems,Israel,Information Technology Services,"settlements, occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Matrix Partners,,,,,,bdscoalition.ca,0
Matrox Electronic Systems Ltd. Systemes Electroniques Matrox,,,,,,bdscoalition.ca,0
Mattel,,Mattel,,,,bdscoalition.ca,0
Maui Jim,,Kering,,,,bdscoalition.ca,0
Maui Moisture,,J&J (Kenvue),,,,bdscoalition.ca,0
Maui Style Chips,,PepsiCo,,,,bdscoalition.ca,0
Maven Ventures,,,,,,bdscoalition.ca,0
Maverix Private Equity Ltd.,,,,,,bdscoalition.ca,0
Maveron,,,,,,bdscoalition.ca,0
Max Bogl Stiftung & Co.,,,,,,bdscoalition.ca,0
Max Factor,,Coty,,,,bdscoalition.ca,0
Max Soda,,Coca-Cola,,,,bdscoalition.ca,0
Maxibon,,Nestle,,,,bdscoalition.ca,0
Maxime Diamond Inc,,,,,,bdscoalition.ca,0
Maximix.ca,,,,,,bdscoalition.ca,0
Maybelline,,L'Oreal,,,,bdscoalition.ca,0
Mayer Davidov Garages Ltd.,,,,,,bdscoalition.ca,0
Mayer's Cars and Trucks Co. Ltd.,,,,,,bdscoalition.ca,0
"Mayfield Trinity Worship Centre, Inc.",,,,,,bdscoalition.ca,0
Maynards Bassetts,,Mondelez International,,,,bdscoalition.ca,0
Mayside Partners Limited,,,,,,bdscoalition.ca,0
Maytronics,,,,,,bdscoalition.ca,0
Mazoe,,Coca-Cola,,,,bdscoalition.ca,0
MBDA,,MBDA,,,,bdscoalition.ca,0
McCafe,,McDonalds Corp,,,,bdscoalition.ca,0
McDonalds,McDonald's Corp,McDonalds Corp,USA,Restaurants,prison_industry,"bdscoalition.ca, investigate.afsc.org",0.5
McEwan Fine Foods - Don Mills,,,,,,bdscoalition.ca,0
McGill University,,,,,,bdscoalition.ca,0
McMaster University,,,,,,bdscoalition.ca,0
MDT Armor,,,usa,,,bdscoalition.ca,0
Mecaer Aviation,,,,,,bdscoalition.ca,0
Med-Eng Holdings Ulc,,,,,,bdscoalition.ca,0
Medan - Roads and Quarries (1964) LTD,,,,,,bdscoalition.ca,0
Medtronic Canada Ulc,,,,,,bdscoalition.ca,0
MEDX Xelerator LP,,,,,,bdscoalition.ca,0
Mega Or Holdings Ltd,Mega Or Holdings Ltd,,Israel,Real Estate Services,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Mehadrin,Mehadrin Ltd,,Israel,Farm Products,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Mei-Tal Engineering and Services,,,,,,bdscoalition.ca,0
Meister Proper,,Procter and Gamble,,,,bdscoalition.ca,0
Meitarim Quarry,,,,,,bdscoalition.ca,0
Mekorot Water Company Ltd.,,,,,,bdscoalition.ca,0
Mel & Pamela Himel and Family,,,,,,bdscoalition.ca,0
Mello Yello,,Coca-Cola,,,,bdscoalition.ca,0
Memon Supermarket,,,,,,bdscoalition.ca,0
Memorial University of Newfoundland,,,,,,bdscoalition.ca,0
Menchie's Frozen Yogurt,,,,,,bdscoalition.ca,0
Menkes Developments Ltd.,,,,,,bdscoalition.ca,0
Menlo Ventures,,,,,,bdscoalition.ca,0
Mennonite Church Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
Menorah Mivtahim Holdings,,,,,,bdscoalition.ca,0
Mensch Capital Partners,,,,,,bdscoalition.ca,0
Mentadent,,Unilever,,,,bdscoalition.ca,0
Meprolight,,,,,,bdscoalition.ca,0
Mer Juice,,Coca-Cola,,,,bdscoalition.ca,0
Mercantile Discount Bank Ltd.,,Israel Discount Bank,,,,bdscoalition.ca,0
Mercedes Benz,,Daimler AG,,,,bdscoalition.ca,0
Mercer Ventures,,,,,,bdscoalition.ca,0
Mercier,,LVMH,,,,bdscoalition.ca,0
Meridian Lightweight Technologies Inc.,,,,,,bdscoalition.ca,0
Meridol,,Colgate Palmolive,,,,bdscoalition.ca,0
Meritene,,Nestle,,,,bdscoalition.ca,0
Merkavim Transportation Technologies Ltd.,,,,,,bdscoalition.ca,0
Merlen Kropf Foundation,,,,,,bdscoalition.ca,0
Merlin ventures,,,,,,bdscoalition.ca,0
Merlot Teva Kp (Minister Of Wines) by Binyamina,,,,,,bdscoalition.ca,0
Meron Capital,,,,,,bdscoalition.ca,0
Merrick Pet,,Nestle,,,,bdscoalition.ca,0
Mery Building Works Contracting Company,,,,,,bdscoalition.ca,0
Meshek Energy-Renewable Energies,,,,,,bdscoalition.ca,0
Meshulam Levinstein Contracting & Engineering Ltd,,,,,,bdscoalition.ca,0
Mesotec Inc.,,,,,,bdscoalition.ca,0
Meta Platforms Inc,Meta Platforms Inc,,USA,Internet Content & Information,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Metamucil,,Procter and Gamble,,,,bdscoalition.ca,0
MetaProp,,,,,,bdscoalition.ca,0
Metro Inc.,,Metro Inc,,,,bdscoalition.ca,0
Metrodora Ventures,,,,,,bdscoalition.ca,0
Metrontario,,,,,,bdscoalition.ca,0
Metropia,,,,,,bdscoalition.ca,0
Mey Eden Ltd,,,,,,bdscoalition.ca,0
Meytag High Tech Ventures,,,,,,bdscoalition.ca,0
MGV.VC,,,,,,bdscoalition.ca,0
Michael Kors,,Estee Lauder,,,,bdscoalition.ca,0
Microban,,Procter and Gamble,,,,bdscoalition.ca,0
Microsoft Corporation,Microsoft Corp,,usa,Software - Infrastructure,"border_security, occupation, prison_industry, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Middleland Capital,,,,,,bdscoalition.ca,0
Mielle,,Procter and Gamble,,,,bdscoalition.ca,0
Mifalei Tuff- Agricultural Cooperative Society LTD,,,,,,bdscoalition.ca,0
Mifram Group,,,,,,bdscoalition.ca,0
Migdal Insurance and Financial Holdings,,,,,,bdscoalition.ca,0
Mikado Biscuits,,Mondelez International,,,,bdscoalition.ca,0
Mikser Group,,,,,,bdscoalition.ca,0
Mikud Guarding Security Services & Cleaning,,,,,,bdscoalition.ca,0
Mile Angel Investor,,,,,,bdscoalition.ca,0
Miles S. Nadal & Family and Peerage Capital,,,,,,bdscoalition.ca,0
Milk & Honey Ventures,,,,,,bdscoalition.ca,0
Milka,,Mondelez International,,,,bdscoalition.ca,0.25
Milky Way,,Mars,,,,bdscoalition.ca,0
Milkybar chocolate bar,,Nestle,,,,bdscoalition.ca,0
Mill Cove Church Of God,,,,,,bdscoalition.ca,0
Milo,,Nestle,,,,bdscoalition.ca,0
Milo Cereal,,Nestle,,,,bdscoalition.ca,0
Milwaukee Electric Tool Corporation,,,usa,,,bdscoalition.ca,0
Minaqua,,Coca-Cola,,,,bdscoalition.ca,0
Mindful Chef,,Nestle,,,,bdscoalition.ca,0
Mindham Fine Jewellery Inc.,,,,,,bdscoalition.ca,0
Mindset Ventures,,,,,,bdscoalition.ca,0
Minerals Technologies Inc,Minerals Technologies Inc,,USA,Chemicals,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Minere,,Nestle,,,,bdscoalition.ca,0
Minors Food Service,,Nestle,,,,bdscoalition.ca,0
Minrav Group,,,,,,bdscoalition.ca,0
Minute Maid,,Coca-Cola,,,,bdscoalition.ca,0
Miracoli,,Mars,,,,bdscoalition.ca,0
Mirage Chocolate,,Nestle,,,,bdscoalition.ca,0
MiraLAX,,Bayer,,,,bdscoalition.ca,0
Mirinda,,PepsiCo,,,,bdscoalition.ca,0
Misfit Diamonds Ltd.,,,,,,bdscoalition.ca,0
Mishab Building and Development,,,,,,bdscoalition.ca,0
Mishkan Eliyahu Construction and Investment Company,,,,,,bdscoalition.ca,0
Misook,,Authentic Brands Group,,,,bdscoalition.ca,0
Miss Sporty,,Coty,,,,bdscoalition.ca,0
Miss Vickies,,PepsiCo,,,,bdscoalition.ca,0
Mission Ventures,,,,,,bdscoalition.ca,0
Mission Zion Christian Fellowship,,,,,,bdscoalition.ca,0
Mistic Drink,,Keurig Dr Pepper,,,,bdscoalition.ca,0
MIT,,,,,,bdscoalition.ca,0
Mitsubishi Motors Corporation,Mitsubishi Motors Corp,,Japan,Auto Manufacturers,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Miu Miu,,Prada,,,,bdscoalition.ca,0
Mivne Real Estate (K.D) Ltd.,Mivne Real Estate (K.D) Ltd,,Israel,Real Estate Services,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Mizani,,L'Oreal,,,,bdscoalition.ca,0
MizMaa Ventures,,,,,,bdscoalition.ca,0
Miznon Toronto,,,,,,bdscoalition.ca,0
Mizrahi Tefahot Bank Ltd.,Mizrahi Tefahot Bank Ltd,,Israel,Banks - Regional - Asia,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
MK Capital,,,,,,bdscoalition.ca,0
MNP,,,,,,bdscoalition.ca,0
Mobilion Ventures,,,,,,bdscoalition.ca,0
Moca,,Nestle,,,,bdscoalition.ca,0
Moccona Coffee,,JAB Holding Company,,,,bdscoalition.ca,0
Modern Ministers Association Of Canada,,,,,,bdscoalition.ca,0
Modi'in Ezrachi,,Modi'in Ezrachi Group Ltd.,,,,bdscoalition.ca,0
Modico Canada Ltd.,,,,,,bdscoalition.ca,0
Modulen,,Nestle,,,,bdscoalition.ca,0
Moet & Chandon,,LVMH,,,,bdscoalition.ca,0
Moked Matara,,,,,,bdscoalition.ca,0
Molico,,Nestle,,,,bdscoalition.ca,0
Molitan Industries,,,,,,bdscoalition.ca,0
Molto,,Unilever,,,,bdscoalition.ca,0
Monange,,Coty,,,,bdscoalition.ca,0
Monday,,Monday.com,,,,bdscoalition.ca,0
Mondelez,,Mondelez International,,,,bdscoalition.ca,0
Moneta VC,,,,,,bdscoalition.ca,0
Monki,,H&M Group,,,,bdscoalition.ca,0
Monster Energy,,Monster Beverage Corp.,,,,bdscoalition.ca,0
Montage Ventures,,,,,,bdscoalition.ca,0
Montclair Water,,Nestle,,,,bdscoalition.ca,0
Moonwalker Capital,,,,,,bdscoalition.ca,0
Moovit,,Moovit,,,,bdscoalition.ca,0
Mor Hasharon Fruit (Sharon Fruit),,,,,,bdscoalition.ca,0
Moraditas Galletitas,,Nestle,,,,bdscoalition.ca,0
Moravian Church in Canada (2020),,Canadian Council of Churches,,,,bdscoalition.ca,0
Mordechai Aviv Construction Industries,,Mordechai Aviv Tassiot Beniyah 1973 Ltd.,,,,bdscoalition.ca,0
MoreTech Ventures,,,,,,bdscoalition.ca,0
MoreVC,,,,,,bdscoalition.ca,0
Morley And Rita Cohen Foundation /Fondation Morley Et Rita Cohen,,,,,,bdscoalition.ca,0
Morning Star Farms,,Kellanova,,,,bdscoalition.ca,0
Mortein,,Reckitt Benckiser,,,,bdscoalition.ca,0
Mosaic Ventures,,,,,,bdscoalition.ca,0
Most Holy Church Of God In Christ Jesus Of Canada,,,,,,bdscoalition.ca,0
Most Juice,,Coca-Cola,,,,bdscoalition.ca,0
Mother Energy Drink,,Monster Beverage Corp.,,,,bdscoalition.ca,0
Motion Metrics,,,,,,bdscoalition.ca,0
Motorola Solutions Inc.,,,usa,,,bdscoalition.ca,0
Motrin,,J&J (Kenvue),,,,bdscoalition.ca,0
Motta Ice Cream,,Nestle,,,,bdscoalition.ca,0
Mottech Water Management Ltd.,,,,,,bdscoalition.ca,0
Motts,,"Keurig Dr Pepper, JAB Holding Company",,,,bdscoalition.ca,0
Motts Clamato,,"Keurig Dr Pepper, JAB Holding Company",,,,bdscoalition.ca,0
Mount Allison University,,,,,,bdscoalition.ca,0
Mount Beulah Church Amherstburg,,,,,,bdscoalition.ca,0
Mount Hermon Indigo Red Blend Golan Heights KP 2022,,,,,,bdscoalition.ca,0
Mount Hermon Moscato 2017 by Golan Height Winery,,,,,,bdscoalition.ca,0
Mount Olympics,,,,,,bdscoalition.ca,0
Mount Olympus Water,,Primo Water Corp,,,,bdscoalition.ca,0
Mount Pleasant Missionary Church,,,,,,bdscoalition.ca,0
Mount Zion Assembly Of Kitchener,,,,,,bdscoalition.ca,0
Mountain Blend Coffee,,Nestle,,,,bdscoalition.ca,0
Mountain Of Fire And Miracles Ministries,,,,,,bdscoalition.ca,0
Mountain Valley Spring Water,,Primo Water Corp,,,,bdscoalition.ca,0
Mountain-Dew,,PepsiCo,,,,bdscoalition.ca,0
Move Free,,Reckitt Benckiser,,,,bdscoalition.ca,0
Movenpick,,Nestle,,,,bdscoalition.ca,0
Moxie Soda,,Coca-Cola,,,,bdscoalition.ca,0
Moxies,,,,,,bdscoalition.ca,0
Moxxie Ventures,,,,,,bdscoalition.ca,0
Moya Semya,,Coca-Cola,,,,bdscoalition.ca,0
Moynat,,LVMH,,,,bdscoalition.ca,0
mPrest Systems,,,,,,bdscoalition.ca,0
Mr & Mrs T,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Mr Clean,,Procter and Gamble,,,,bdscoalition.ca,0
Mr Proper,,Procter and Gamble,,,,bdscoalition.ca,0
MrPink VC,,,,,,bdscoalition.ca,0
MRX Antiseptic,,American International Industries,,,,bdscoalition.ca,0
MS&AD Ventures,,,,,,bdscoalition.ca,0
Mtu Maintenance Canada Ltd,,,,,,bdscoalition.ca,0
Mu Ventures,,,,,,bdscoalition.ca,0
Mucci International Marketinginc.,,,,,,bdscoalition.ca,0
Muchmore Ventures,,,,,,bdscoalition.ca,0
Mucinex,,Reckitt Benckiser,,,,bdscoalition.ca,0
Mueslix Cereal,,Kellanova,,,,bdscoalition.ca,0
Mug Root Beer,,PepsiCo,,,,bdscoalition.ca,0
Mugler Beauty,,L'Oreal,,,,bdscoalition.ca,0
Mul-T-Lock Canada Inc,,,,,,bdscoalition.ca,0
Multicoin Capital,,,,,,bdscoalition.ca,0
Munch Bunch,,Nestle,,,,bdscoalition.ca,0
Munch Chocolate,,Nestle,,,,bdscoalition.ca,0
Munch Peanut Bar,,Mars,,,,bdscoalition.ca,0
Munchies chocolate,,Nestle,,,,bdscoalition.ca,0
Munchos,,PepsiCo,,,,bdscoalition.ca,0
Municipal Bank Ltd,,,,,,bdscoalition.ca,0
Murphys Oil Soap,,Colgate Palmolive,,,,bdscoalition.ca,0
Muscle Milk,,PepsiCo,,,,bdscoalition.ca,0
Mushie,,Mushie,,,,bdscoalition.ca,0
My Black Is Beautiful,,Procter and Gamble,,,,bdscoalition.ca,0
My Dog Food,,Mars,,,,bdscoalition.ca,0
My King Ministries Of Red Deer,,,,,,bdscoalition.ca,0
My Tribute Gift Foundation,,,,,,bdscoalition.ca,0
myBlend,,Groupe Clarins,,,,bdscoalition.ca,0
Mylanta,,J&J (Kenvue),,,,bdscoalition.ca,0
N Rage,,American International Industries,,,,bdscoalition.ca,0
N. Jan,,,,,,bdscoalition.ca,0
N. O. A. Management and Consulting,,,,,,bdscoalition.ca,0
N.G. Main Diamonds Inc.,,,,,,bdscoalition.ca,0
N49P,,,,,,bdscoalition.ca,0
Na__czowianka,,Nestle,,,,bdscoalition.ca,0
Naaman Group Ltd.,,,,,,bdscoalition.ca,0
NaanDan Jain Irrigation,,,,,,bdscoalition.ca,0
Nabisco,,Mondelez International,,,,bdscoalition.ca,0
Nail Tek,,American International Industries,,,,bdscoalition.ca,0
Naked Juice,,PepsiCo,,,,bdscoalition.ca,0
Naleczowianka,,,,,,bdscoalition.ca,0
Nalu Energy Drink,,Coca-Cola,,,,bdscoalition.ca,0
Nameera,,Unilever,,,,bdscoalition.ca,0
Namthip,,Coca-Cola,,,,bdscoalition.ca,0
Nan Baby Formula,,Nestle,,,,bdscoalition.ca,0
Nanit,,,,,,bdscoalition.ca,0
Nankid,,Nestle,,,,bdscoalition.ca,0
Nanobebe,,Nutrits Ltd,,,,bdscoalition.ca,0
Nantucket Nectars,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Naot,,,,,,bdscoalition.ca,0
Naot Canada Inc.,,,,,,bdscoalition.ca,0
Narcosll Christian Fellowship,,,,,,bdscoalition.ca,0
Nasivin,,Procter and Gamble,,,,bdscoalition.ca,0
Naska Industries - SK Group,,,,,,bdscoalition.ca,0
"Nathens, Siegel Family Lawyers",,,,,,bdscoalition.ca,0
National Best Foods Inc.,,,,,,bdscoalition.ca,0
Nations Fresh Food,,,,,,bdscoalition.ca,0
Native,,Procter and Gamble,,,,bdscoalition.ca,0
Natoon Group,,,,,,bdscoalition.ca,0
Natuchips,,PepsiCo,,,,bdscoalition.ca,0
Natural Factors,,,,,,bdscoalition.ca,0
Natural Sea Beauty,,L'Oreal,,,,bdscoalition.ca,0
Naturaqua,,Coca-Cola,,,,bdscoalition.ca,0
Naturella,,Procter and Gamble,,,,bdscoalition.ca,0
Natures Bakery,,Mars,,,,bdscoalition.ca,0
Natures Bounty,,Nestle,,,,bdscoalition.ca,0
NaturNes,,Nestle,,,,bdscoalition.ca,0
Natuzzi S.p.A,,,,,,bdscoalition.ca,0
NatWest,,,,,,bdscoalition.ca,0
Nautica,,Authentic Brands Group,,,,bdscoalition.ca,0
Near East,,PepsiCo,,,,bdscoalition.ca,0
Nectar,,,,,,bdscoalition.ca,0
Neetuv Management and Development Co.,,,,,,bdscoalition.ca,0
Negresco,,Nestle,,,,bdscoalition.ca,0
Neil Lane,,Authentic Brands Group,,,,bdscoalition.ca,0
Neinstein Personal Injury Lawyers,,,,,,bdscoalition.ca,0
Neosporin,,J&J (Kenvue),,,,bdscoalition.ca,0
Neptunas,,Coca-Cola,,,,bdscoalition.ca,0
Nervive,,Procter and Gamble,,,,bdscoalition.ca,0
Nescafe,,Nestle,,,,bdscoalition.ca,0
Nesher Israel Cement Enterprises,,,,,,bdscoalition.ca,0
Neslac,,Nestle,,,,bdscoalition.ca,0
Nespresso,,Nestle,,,,bdscoalition.ca,0
Nesquik,,Nestle,,,,bdscoalition.ca,0
Ness A.T,,,,,,bdscoalition.ca,0
Nestea,,Coca-Cola,,,,bdscoalition.ca,0
Nestle,,,,,,bdscoalition.ca,0
Nestogen,,Nestle,,,,bdscoalition.ca,0
Nestum,,Nestle,,,,bdscoalition.ca,0
Nesvita,,Nestle,,,,bdscoalition.ca,0
Netafim,,,,,,bdscoalition.ca,0
Neuman Steel Industries for Construction,,,,,,bdscoalition.ca,0
Neureva,,Reckitt Benckiser,,,,bdscoalition.ca,0
Neurobion,,Procter and Gamble,,,,bdscoalition.ca,0
Neutral,,Unilever,,,,bdscoalition.ca,0
Neutrogena,,J&J (Kenvue),,,,bdscoalition.ca,0
NevaTeam Partners,,,,,,bdscoalition.ca,0
Neverfail Spring Water,,Coca-Cola,,,,bdscoalition.ca,0
New Balance,,New Balance Holding Inc,,,,bdscoalition.ca,0
New Beginnings Family Church Calgary,,,,,,bdscoalition.ca,0
New Directions Aromatics Inc.,,,,,,bdscoalition.ca,0
New Epoch Capital,,,,,,bdscoalition.ca,0
New Era Capital Partners,,,,,,bdscoalition.ca,0
New Life Christian Church - Chilliwack,,,,,,bdscoalition.ca,0
New Life Church Of Jesus-Christ Of Toronto,,,,,,bdscoalition.ca,0
New Life Community Church,,,,,,bdscoalition.ca,0
New Life Victory Fellowship,,,,,,bdscoalition.ca,0
New Pathway Ukrainian News,,,,,,bdscoalition.ca,0
New Testament Outreach Ministries International Inc,,,,,,bdscoalition.ca,0
New Vintage Partners,,,,,,bdscoalition.ca,0
New Way Traffic,,,,,,bdscoalition.ca,0
New World Technologies Inc.,,,,,,bdscoalition.ca,0
New York Venture Partners,,,,,,bdscoalition.ca,0
NewBuild Venture Capitall,,,,,,bdscoalition.ca,0
NewChapter,,Procter and Gamble,,,,bdscoalition.ca,0
Newfund,,,,,,bdscoalition.ca,0
NewMed Energy,,,,,,bdscoalition.ca,0
NewSpring Capita,,,,,,bdscoalition.ca,0
Newton Vineyard,,LVMH,,,,bdscoalition.ca,0
Newtopia VC,,,,,,bdscoalition.ca,0
Newtype Ventures,,,,,,bdscoalition.ca,0
Next Juice,,Coca-Cola,,,,bdscoalition.ca,0
Next Sequence,,,,,,bdscoalition.ca,0
Next Ventures,,,,,,bdscoalition.ca,0
Next47,,,,,,bdscoalition.ca,0
Nextcom Group,Nextcom Ltd,,Israel,Telecom Services,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
NextLeap Ventures,,,,,,bdscoalition.ca,0
NextView Ventures,,,,,,bdscoalition.ca,0
NextVision,,,,,,bdscoalition.ca,0
Nexxus Capital Management,,,,,,bdscoalition.ca,0
NFX,,,,,,bdscoalition.ca,0
NGP Capital,,,,,,bdscoalition.ca,0
NICE Ltd,NICE Ltd,,Israel,Software-Application,prison_industry,"bdscoalition.ca, investigate.afsc.org",0.5
Nicola Wealth,,,,,,bdscoalition.ca,0
Nicorette,,J&J (Kenvue),,,,bdscoalition.ca,0
Nido,,Nestle,,,,bdscoalition.ca,0
Niely,,L'Oreal,,,,bdscoalition.ca,0
NightDragon,,,,,,bdscoalition.ca,0
Nightingale Group,,,,,,bdscoalition.ca,0
Nike,,Nike,,,,bdscoalition.ca,0
Nine West,,Authentic Brands Group,,,,bdscoalition.ca,0
Ninjamas,,Procter and Gamble,,,,bdscoalition.ca,0
NIOD,,Deciem Inc and Estee Lauder,,,,bdscoalition.ca,0
Nivea,,Beiersdorf,,,,bdscoalition.ca,0
No Frills,,Loblaws,,,,bdscoalition.ca,0
Noahs NY Bagels,,JAB Holding Company,,,,bdscoalition.ca,0
Nof Yam Security Ltd.,,,,,,bdscoalition.ca,0
Nokia,,,,,,bdscoalition.ca,0
Nom Nom Now,,Mars,,,,bdscoalition.ca,0
Nomadic Ventures,,,,,,bdscoalition.ca,0
Norddeutsche Landesbank,,,,,,bdscoalition.ca,0
Nordea,,,,,,bdscoalition.ca,0
Nordic Ammunition Company (Nammo),,,,,,bdscoalition.ca,0
Nordic Mist,,Coca-Cola,,,,bdscoalition.ca,0
North American Baptist Fellowship,,Canadian Council of Churches,,,,bdscoalition.ca,0
North Country Baptist Church,,,,,,bdscoalition.ca,0
North Island Ventures,,,,,,bdscoalition.ca,0
North Sylva,,,,,,bdscoalition.ca,0
"Northern Americas Satellite Ventures, Inc.",,,,,,bdscoalition.ca,0
Northern Optotronics Inc,,,,,,bdscoalition.ca,0
Northpond Ventures,,,,,,bdscoalition.ca,0
Northrop Grumman,Northrop Grumman Corp,,USA,Aerospace & Defense,"border_security, occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Northstar Aerospace,,,,,,bdscoalition.ca,0
Norwegian Government Pension Fund Global (GPFG),,,,,,bdscoalition.ca,0
Norwest Venture Partners,,,,,,bdscoalition.ca,0
NOS Energy Drink,,Monster Beverage Corp.,,,,bdscoalition.ca,0
Not Boring Capital,,,,,,bdscoalition.ca,0
Not Yet Ventures,,,,,,bdscoalition.ca,0
Nova Diamonds Inc,,,,,,bdscoalition.ca,0
Nova Scotia Community College,,,,,,bdscoalition.ca,0
Novasource Renal,,Nestle,,,,bdscoalition.ca,0
"Novocure Canada, Inc.",,,,,,bdscoalition.ca,0
Noxzema,,Unilever,,,,bdscoalition.ca,0
NSCAD University,,,,,,bdscoalition.ca,0
NSO Group,,,,,,bdscoalition.ca,0
Nubia Capital,,,,,,bdscoalition.ca,0
Nucleus Capital,,,,,,bdscoalition.ca,0
Nuctech,,,,,,bdscoalition.ca,0
Nuii Ice Cream,,Nestle,,,,bdscoalition.ca,0
Nurofen,,Reckitt Benckiser,,,,bdscoalition.ca,0
Nut Harvest,,PepsiCo,,,,bdscoalition.ca,0
Nutramigen,,Reckitt Benckiser,,,,bdscoalition.ca,0
Nutren,,Nestle,,,,bdscoalition.ca,0
Nutriboost,,Coca-Cola,,,,bdscoalition.ca,0
NutriGrain,,Kellanova,,,,bdscoalition.ca,0
Nutro Dog Food,,Mars,,,,bdscoalition.ca,0
Nuts Chocolate,,Nestle,,,,bdscoalition.ca,0
NUUN,,Nestle,,,,bdscoalition.ca,0
Nvidia,NVIDIA Corp,Nvidia,USA,Semiconductors,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
NyQuil,,Procter and Gamble,,,,bdscoalition.ca,0
NYX Professional Makeup,,L'Oreal,,,,bdscoalition.ca,0
Oak HC/FT,,,,,,bdscoalition.ca,0
Oasis,,Coca-Cola,,,,bdscoalition.ca,0
Ocean azul Partners,,,,,,bdscoalition.ca,0
Ocean Spray,,PepsiCo,,,,bdscoalition.ca,0
Oceans Ventures,,,,,,bdscoalition.ca,0
Oddity,,Oddity Brands,,,,bdscoalition.ca,0
Odem Mountain Winery Dry White KP 2021,,,,,,bdscoalition.ca,0
Odortec,,,,,,bdscoalition.ca,0
Ofer Mizrahi Diamonds Of Canada Limited,,,,,,bdscoalition.ca,0
